AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ567,1.65,,,,,,,,,,,,
AZ260,10.16,,,,,,,,,,,,
AZ737,5.28,,,,,,,,,,,,
AZ102,1.68,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ259,0.99,,,,,,,,,,,,
AZ215,5.15,,,,,,,,,,,,
AZ483,7.92,,,,,,,,,,,,
AZ680,8.71,,,,,,,,,,,,
AZ624,5.57,,,,,,,,,,,,
AZ144,3.77,,,,,,,,,,,,
AZ136,23.76,,,,,,,,,,,,
,1369.04,,,,,,,,,,,,
